26.900000	24.208565	160.263563
26.900000	24.231651	160.296317
26.900000	24.236987	160.288365
26.900000	24.245916	160.279155
26.900000	24.200473	160.266384
26.950000	24.219458	160.283564
27.150000	24.217302	160.269379
27.350000	24.205536	160.260857
27.550000	24.209301	160.285569
27.650000	24.242940	160.294877
27.700000	24.227888	160.266605
27.750000	24.224740	160.293742
27.800000	24.198380	160.286499
27.800000	24.171486	160.247845
27.800000	24.195427	160.294624
27.800000	24.198698	160.293941
27.800000	24.204964	160.293626
27.800000	24.221719	160.295198
27.800000	24.231851	160.327813
27.800000	24.209345	160.262254
27.700000	24.192273	160.280771
27.700000	24.187852	160.272018
27.700000	24.228770	160.273012
27.700000	24.167440	160.266822
27.750000	24.215436	160.293298
27.950000	24.225679	160.315127
28.150000	24.230252	160.308050
28.350000	24.228164	160.293944
28.500000	24.227931	160.296318
28.600000	24.198223	160.289905
28.600000	24.185332	160.246382
28.600000	24.180468	160.281470
28.650000	24.212016	160.295874
28.600000	24.212719	160.278469
28.600000	24.222607	160.328422
28.600000	24.239758	160.290845
28.600000	24.218600	160.290238
28.600000	24.203172	160.297478
28.600000	24.206221	160.272577
28.750000	24.178854	160.277686
28.950000	24.195900	160.318487
29.150000	24.204864	160.285708
29.300000	24.211683	160.308913
29.400000	24.202492	160.298985
29.400000	24.235159	160.283305
29.400000	24.173873	160.248716
29.400000	24.185834	160.275286
29.400000	24.197834	160.298850
29.400000	24.204692	160.285737
29.400000	24.212207	160.287756
29.400000	24.230259	160.303115
29.400000	24.208790	160.273161
29.400000	24.225285	160.290883
29.400000	24.198776	160.313953
29.550000	24.194238	160.269245
29.750000	24.155518	160.269521
29.950000	24.182712	160.306712
30.100000	24.206105	160.303560
30.150000	24.213794	160.308623
30.200000	24.194874	160.291299
30.200000	24.215025	160.288151
30.200000	24.184669	160.287027
30.200000	24.155360	160.262438
30.200000	24.217083	160.306345
30.150000	24.195755	160.283774
30.100000	24.183758	160.281031
30.100000	24.250325	160.320072
30.100000	24.219454	160.286326
30.100000	24.178624	160.279786
30.050000	24.194385	160.273493
30.000000	24.186538	160.281622
30.000000	24.182574	160.303537
30.000000	24.178294	160.277245
30.000000	24.206138	160.301021
30.300000	24.188797	160.303144
30.900000	24.205644	160.311362
31.950000	24.209822	160.289209
33.250000	24.171570	160.283743
34.600000	24.202529	160.271186
35.600000	24.188943	160.286733
36.200000	24.180137	160.265558
36.500000	24.191212	160.315134
36.800000	24.204026	160.295118
37.250000	24.210734	160.267318
37.900000	24.186999	160.302292
38.750000	24.195225	160.298439
39.750000	24.175933	160.253093
40.700000	24.180996	160.294335
41.500000	24.188991	160.297023
42.150000	24.218377	160.293681
42.700000	24.205907	160.285101
43.200000	24.222161	160.322124
43.750000	24.214255	160.254309
44.400000	24.221876	160.284563
45.100000	24.235165	160.266537
45.900000	24.189706	160.281614
46.600000	24.205608	160.252283
47.400000	24.197534	160.256043
48.050000	24.259722	160.283104
48.700000	24.242288	160.276780
49.300000	24.210776	160.225819
49.950000	24.226747	160.253492
50.550000	24.194158	160.207494
51.300000	24.214417	160.231218
52.000000	24.203377	160.262481
52.700000	24.219604	160.239620
53.400000	24.228337	160.248212
54.100000	24.234173	160.306627
54.750000	24.244420	160.246517
55.400000	24.232740	160.239193
56.050000	24.210856	160.208910
56.700000	24.220125	160.237489
57.400000	24.214143	160.248855
58.050000	24.205984	160.234495
58.750000	24.255096	160.198747
59.450000	24.216312	160.250945
60.150000	24.230698	160.226805
60.850000	24.277791	160.240145
61.500000	24.204534	160.204292
62.150000	24.220895	160.196590
62.850000	24.221166	160.220244
63.500000	24.239289	160.237895
64.200000	24.262217	160.192192
64.850000	24.233331	160.257383
65.550000	24.259501	160.244048
66.250000	24.258633	160.216811
66.950000	24.234793	160.200916
67.600000	24.242123	160.153316
68.250000	24.258310	160.234538
68.900000	24.252405	160.210158
69.550000	24.232742	160.162180
70.250000	24.272998	160.185849
70.950000	24.299140	160.236027
71.650000	24.261088	160.230298
72.300000	24.249305	160.153904
73.000000	24.243598	160.139264
73.650000	24.255059	160.176287
74.350000	24.239634	160.169860
75.000000	24.280326	160.159099
75.700000	24.255657	160.208588
76.350000	24.304779	160.184912
77.050000	24.267201	160.122906
77.750000	24.238944	160.178727
78.450000	24.251017	160.114083
79.100000	24.281126	160.170760
79.750000	24.246822	160.085130
80.400000	24.223771	160.151562
81.050000	24.291580	160.124566
81.750000	24.264578	160.157459
82.450000	24.293838	160.158842
83.150000	24.300638	160.139365
83.800000	24.233507	160.125413
84.500000	24.263122	160.114481
85.150000	24.263889	160.155221
85.850000	24.319628	160.165575
86.500000	24.313673	160.209002
87.150000	24.310726	160.122969
87.850000	24.300603	160.139076
88.550000	24.291146	160.057373
89.250000	24.281770	160.104364
89.950000	24.298782	160.033006
90.600000	24.267357	160.209481
91.250000	24.283140	160.079185
91.900000	24.317828	160.080107
92.550000	24.346379	160.070072
93.250000	24.349727	160.115790
93.950000	24.258598	160.066471
94.650000	24.272055	160.038844
95.350000	24.299816	160.083708
96.000000	24.313741	160.027282
96.650000	24.317358	160.083168
97.350000	24.350975	160.116517
98.000000	24.326164	160.141364
98.650000	24.334453	159.974479
99.350000	24.332048	160.179185
100.000000	24.344221	160.135496
100.750000	24.311682	160.028108
101.450000	24.353821	159.992459
102.100000	24.320849	160.131700
102.800000	24.314946	160.088992
103.450000	24.316743	160.127150
104.100000	24.363398	160.025482
104.750000	24.336637	160.141437
105.400000	24.295671	160.009222
106.100000	24.390997	160.023925
106.800000	24.327643	160.062121
107.500000	24.326552	159.972977
108.250000	24.374020	160.070271
108.950000	24.373153	160.018359
109.650000	24.336456	160.015132
110.300000	24.384542	160.059797
110.950000	24.348879	159.928369
